from_city,from_station_name,from_station_id,from_latitude,from_longitude,to_city,to_station_name,to_station_id,to_latitude,to_longitude,trip_datetime,trip_price,total_seats,service_class,duration_hours,duration_minutes,office_from,office_to
Cairo,tahrir,8,30.0445,31.2357,Marsa Matrouh,Marsa Matrouh,68,31.3543,27.2373,2025-12-24T09:40:00,455.0,13,GoMini,6,300,"Abdel-Moneim Reyad Squer, ( Tahrir )",Marsa Matrouh Main Office
Cairo,tahrir,8,30.0445,31.2357,Marsa Matrouh,Marsa Matrouh,68,31.3543,27.2373,2025-12-24T11:40:00,455.0,13,GoMini,6,300,"Abdel-Moneim Reyad Squer, ( Tahrir )",Marsa Matrouh Main Office
Cairo,tahrir,8,30.0445,31.2357,Marsa Matrouh,Marsa Matrouh,68,31.3543,27.2373,2025-12-24T14:40:00,455.0,13,GoMini,6,300,"Abdel-Moneim Reyad Squer, ( Tahrir )",Marsa Matrouh Main Office
Cairo,tahrir,8,30.0445,31.2357,Marsa Matrouh,Marsa Matrouh,68,31.3543,27.2373,2025-12-24T20:40:00,455.0,13,GoMini,6,300,"Abdel-Moneim Reyad Squer, ( Tahrir )",Marsa Matrouh Main Office
Cairo,tahrir,8,30.0445,31.2357,Safaga,Safaga,10,26.7472,33.9389,2025-12-24T01:35:00,630.0,37,Elite Business Class M,0,420,Cairo | Tahrir,Safaga
Cairo,tahrir,8,30.0445,31.2357,Safaga,Safaga,10,26.7472,33.9389,2025-12-24T23:59:00,475.0,49,Super Go D,0,420,Cairo | Tahrir,Safaga
Cairo,tahrir,8,30.0445,31.2357,Marsa Allam,Marsa Allam,23,25.063,34.894,2025-12-24T01:35:00,740.0,37,Elite Business Class M,0,600,Cairo | Tahrir,Marsa Allam
Cairo,tahrir,8,30.0445,31.2357,Marsa Allam,Marsa Allam,23,25.063,34.894,2025-12-24T23:59:00,620.0,49,Super Go D,0,600,Cairo | Tahrir,Marsa Allam
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Porto El Sokhna,26,29.4397,32.4867,2025-12-24T08:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Porto El Sokhna
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Porto El Sokhna,26,29.4397,32.4867,2025-12-24T10:00:00,300.0,13,GoMini,6,120,"Abdel-Moneim Reyad Squer, ( Tahrir )",Porto Sokhna
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Porto El Sokhna,26,29.4397,32.4867,2025-12-24T11:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Porto El Sokhna
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Porto South Beach,245,29.4405,32.489,2025-12-24T08:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Porto South Beach
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Porto South Beach,245,29.4405,32.489,2025-12-24T10:00:00,310.0,13,GoMini,6,120,"Abdel-Moneim Reyad Squer, ( Tahrir )",Porto South Beach
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Cancun,164,29.46,32.46,2025-12-24T08:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Cancun
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Cancun,164,29.46,32.46,2025-12-24T10:00:00,320.0,13,GoMini,6,120,"Abdel-Moneim Reyad Squer, ( Tahrir )",Cancun
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Mountain View 1 (Dayra Camp),1164,29.48,32.44,2025-12-24T08:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Mountain View 1 (Dayra Camp)
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Mountain View 1 (Dayra Camp),1164,29.48,32.44,2025-12-24T10:00:00,330.0,13,GoMini,6,120,"Abdel-Moneim Reyad Squer, ( Tahrir )",Mountain View 1 (Dayra Camp)
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Grand Ocean,188,29.455,32.455,2025-12-24T08:00:00,190.0,49,Super Go D,0,120,Cairo | Tahrir,Grand Ocean
Cairo,tahrir,8,30.0445,31.2357,Sokhna,Grand Ocean,188,29.455,32.455,2025-12-24T10:00:00,310.0,13,GoMini,6,120,"Abdel-Moneim Reyad Squer, ( Tahrir )",Grand Ocean
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T00:25:00,445.0,49,Super Go D,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T01:05:00,700.0,37,Elite Business Class M,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T01:55:00,445.0,49,Super Go D,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T10:15:00,445.0,49,Super Go D,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T13:01:00,700.0,37,Elite Business Class M,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T18:01:00,700.0,37,Elite Business Class V,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T21:05:00,395.0,49,Economy,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T21:40:00,395.0,49,Economy,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T22:31:00,700.0,56,Business Class DD,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Qena,Qena,63,26.1551,32.716,2025-12-24T23:05:00,700.0,56,Business Class DD,0,480,Cairo | Tahrir,Qena
Cairo,tahrir,8,30.0445,31.2357,Luxor,Luxor,57,25.6872,32.6396,2025-12-24T00:25:00,485.0,49,Super Go D,0,600,Cairo | Tahrir,Luxor
Cairo,tahrir,8,30.0445,31.2357,Luxor,Luxor,57,25.6872,32.6396,2025-12-24T01:05:00,795.0,37,Elite Business Class M,0,600,Cairo | Tahrir,Luxor
Cairo,tahrir,8,30.0445,31.2357,Luxor,Luxor,57,25.6872,32.6396,2025-12-24T01:55:00,485.0,49,Super Go D,0,600,Cairo | Tahrir,Luxor
Cairo,tahrir,8,30.0445,31.2357,Luxor,Luxor,57,25.6872,32.6396,2025-12-24T10:15:00,485.0,49,Super Go D,0,600,Cairo | Tahrir,Luxor
